tl_coralM,0,1004,0,0,256,256,0,1,1,4294967295
tl_coralM,196,1068,0,0,256,256,0,1,1,4294967295
tl_coralM,320,1132,0,0,256,256,0,1,1,4294967295
tl_coralM,448,1196,0,0,256,256,0,1,1,4294967295
tl_coralM,576,1260,0,0,256,256,0,1,1,4294967295
tl_coralM,832,1292,0,0,256,256,0,1,1,4294967295
tl_coralM,1088,1292,0,0,256,256,0,1,1,4294967295
tl_coralM,1216,1292,0,0,256,256,0,1,1,4294967295
tl_coralM3,0,736,0,0,256,256,0,1,1,4294967295
tl_coralM,-12,544,0,0,256,256,0,1,1,4294967295
tl_coralM,0,456,0,0,256,256,0,1,1,4294967295
tl_coralM,128,456,0,0,256,256,0,1,1,4294967295
tl_coralM,0,216,0,0,256,256,0,1,1,4294967295
tl_coralM,128,216,0,0,256,256,0,1,1,4294967295
tl_coralMEd,256,736,24,0,24,256,0,1,1,4294967295
tl_coralM,128,496,0,0,256,256,0,1,1,4294967295
tl_coralM,1216,1548,0,0,256,256,0,1,1,4294967295
tl_coralM,1216,1804,0,0,256,256,0,1,1,4294967295
tl_coralM,1216,2060,0,0,256,256,0,1,1,4294967295
tl_coralM,2212,1292,0,0,256,256,0,1,1,4294967295
tl_coralM,2212,1548,0,0,256,256,0,1,1,4294967295
tl_coralM,2212,1804,0,0,256,256,0,1,1,4294967295
tl_coralM,2212,2060,0,0,256,256,0,1,1,4294967295
tl_coralM,2532,908,0,0,256,256,0,1,1,4294967295
tl_coralM,2532,1164,0,0,256,256,0,1,1,4294967295
tl_coralM3,2380,652,0,0,256,256,0,1,1,4294967295
tl_coralM3,2636,620,0,0,256,256,0,1,1,4294967295
tl_coralMEd2,2268,908,0,24,256,24,0,1,1,4294967295
tl_coralM,2124,740,0,0,256,256,0,1,1,4294967295
tl_coralM,2124,484,0,0,256,256,0,1,1,4294967295
tl_coralM,2368,424,0,0,256,256,0,1,1,4294967295
tl_coralM,2464,424,0,0,256,256,0,1,1,4294967295
tl_coralM,2776,844,0,0,256,256,0,1,1,4294967295
tl_coralM,2788,1100,0,0,256,256,0,1,1,4294967295
tl_coralM,3032,1004,0,0,256,256,0,1,1,4294967295
tl_coralM,2608,396,0,0,256,256,0,1,1,4294967295
tl_coralM2,2764,476,0,0,128,128,0,1,1,4294967295
tl_coralM,3076,544,0,0,256,256,0,1,1,4294967295
tl_coralM,3096,272,0,0,256,256,0,1,1,4294967295
tl_coralM,3160,304,0,0,256,256,0,1,1,4294967295
tl_coralM2,3096,528,0,0,128,128,0,1,1,4294967295
tl_coralM2,3288,516,0,0,128,128,0,1,1,4294967295
tl_coralM2,2540,-52,0,0,128,128,0,1,1,4294967295
tl_coralM2,2668,-100,0,0,128,128,0,1,1,4294967295
tl_coralM2,2424,-72,0,0,128,128,0,1,1,4294967295
tl_coralM,2220,228,0,0,256,256,0,1,1,4294967295
tl_coralM,2220,-28,0,0,256,256,0,1,1,4294967295
tl_coralM,2944,800,0,0,256,256,0,1,1,4294967295
tl_coralM4,2892,716,0,0,128,128,0,1,1,4294967295
tl_coralM4,2892,620,0,0,128,128,0,1,1,4294967295
tl_coralM4,2956,620,0,0,128,128,0,1,1,4294967295
tl_coralM4,2956,492,0,0,128,128,0,1,1,4294967295
tl_coralM4,2956,364,0,0,128,128,0,1,1,4294967295
tl_coralM4,2956,236,0,0,128,128,0,1,1,4294967295
tl_coralM4,2892,236,0,0,128,128,0,1,1,4294967295
tl_coralM4,2892,364,0,0,128,128,0,1,1,4294967295
tl_coralMEd,2868,172,0,0,24,256,0,1,1,4294967295
tl_coralM,3288,1004,0,0,256,256,0,1,1,4294967295
tl_coralM,3364,1004,0,0,256,256,0,1,1,4294967295
tl_coralM2,3812,1036,0,0,128,128,0,1,1,4294967295
tl_coralM,3560,1068,0,0,256,256,0,1,1,4294967295
tl_coralM,3620,1164,0,0,256,256,0,1,1,4294967295
tl_coralM,3620,1420,0,0,256,256,0,1,1,4294967295
tl_coralM,4260,668,0,0,256,256,0,1,1,4294967295
tl_coralM,4132,524,0,0,256,256,0,1,1,4294967295
tl_coralM,4260,524,0,0,256,256,0,1,1,4294967295
tl_coralM2,4132,500,0,0,128,128,0,1,1,4294967295
tl_coralM2,4260,500,0,0,128,128,0,1,1,4294967295
tl_coralM,4456,564,0,0,256,256,0,1,1,4294967295
tl_coralM2,4516,708,0,0,128,128,0,1,1,4294967295
tl_coralM2,2764,456,0,0,128,128,0,1,1,4294967295
tl_coralM4,2544,468,0,0,128,128,0,1,1,4294967295
tl_coralM4,4580,836,0,0,128,128,0,1,1,4294967295
tl_coralM4,4580,964,0,0,128,128,0,1,1,4294967295
tl_coralMEd,4740,836,24,0,24,256,0,1,1,4294967295
tl_coralM4,4612,964,0,0,128,128,0,1,1,4294967295
tl_coralM4,4612,836,0,0,128,128,0,1,1,4294967295
tl_coralM4,4580,996,0,0,128,128,0,1,1,4294967295
