objBGSURF,28,488,0039A3FF,0,1,1,4294967295,0,0
objPlayerPosition,48,628,00257FD6,0,1,1,4294967295,0,0
objSmRamp,6596,732,003C3098,0,1,1,4294967295,0,0
objSmRamp,6328,680,002187BF,0,1,1,4294967295,0,0
objSmRamp,6884,628,003A6E12,0,1,1,4294967295,0,0
objMonitorShield,7188,488,000CCEB2,0,1,1,4294967295,0,0
objSpikeBomb,8472,688,003A60A6,0,1,1,4294967295,0,0
objSpikeBomb,8716,688,001C8312,0,1,1,4294967295,0,0
objSpikeBomb,8596,688,0035BE31,0,1,1,4294967295,0,0
objSpikeBomb,9796,740,001C0E1E,0,1,1,4294967295,0,0
objSpikeBomb,9908,740,000B56A7,0,1,1,4294967295,0,0
objSpikeBomb,10028,740,00241BA8,0,1,1,4294967295,0,0
objSpikeBomb,11096,632,00093816,0,1,1,4294967295,0,0
objSpikeBomb,11216,632,002DB275,0,1,1,4294967295,0,0
objSpikeBomb,11096,740,0000E0E9,0,1,1,4294967295,0,0
objSpikeBomb,11216,740,003D6285,0,1,1,4294967295,0,0
objChaserCreator,29920,500,00238C0D,0,1,1,4294967295,0,0
objWarningSign,8420,680,0001683F,0,1,1,4294967295,0,0
objWarningSign,9740,736,00074AD7,0,1,1,4294967295,0,0
objWarningSign,11040,624,0014ED91,0,1,1,4294967295,0,0
objWarningSign,11040,732,002044B8,0,1,1,4294967295,0,0
objMonitorRings,12332,688,003BF89A,0,1,1,4294967295,0,0
objCheckpointOpen,12736,684,003BE7D6,0,1,1,4294967295,0,0
objSmRamp,13364,680,0039A5AD,0,1,1,4294967295,0,0
objRailLong,13916,532,002476EC,0,1,1,4294967295,0,0
objRailLong,13956,532,00188D68,0,1,1,4294967295,0,0
object586,14100,532,000B4A81,0,1,1,4294967295,0,0
objRailLong,14244,580,00026D4D,0,1,1,4294967295,0,0
objRailEnd,13868,532,0021EA1A,0,1,1,4294967295,0,0
objRailEnd2,14388,580,002BACC3,0,1,1,4294967295,0,0
objSpecialRing,14380,556,000EDC40,0,1,1,4294967295,0,0
objSpikeBall,14440,464,0026947F,0,1,1,4294967295,0,0
objExtended,14868,500,003F578B,0,1,1,4294967295,0,0
objSpikeBomb,16764,572,00139C36,0,1,1,4294967295,0,0
objSpikeBomb,18248,684,002590DC,0,1,1,4294967295,0,0
objSpikeBomb,18604,632,000CF7AA,0,1,1,4294967295,0,0
objSpikeBomb,18892,736,002E47A8,0,1,1,4294967295,0,0
objSpikeBomb,19220,684,0017365C,0,1,1,4294967295,0,0
objSpikeBomb,19444,736,0021CB69,0,1,1,4294967295,0,0
objSpikeBomb,19700,632,003C66E5,0,1,1,4294967295,0,0
objSpikeBomb,19944,736,000C7857,0,1,1,4294967295,0,0
objSpikeBomb,20656,632,0032F2EB,0,1,1,4294967295,0,0
objSpikeBomb,21084,736,002C3F8E,0,1,1,4294967295,0,0
objSpikeBomb,21712,684,0011571D,0,1,1,4294967295,0,0
objSpikeBomb,21896,632,0038E815,0,1,1,4294967295,0,0
objSpikeBomb,22284,736,002F2684,0,1,1,4294967295,0,0
objCheckpointOpen,23488,684,000DE985,0,1,1,4294967295,0,0
objMonitorGreenBoost,36384,692,00023845,0,1,1,4294967295,0,0
objDisc,37228,620,00178028,0,1,1,4294967295,0,0
objDisc,37456,688,0025CEED,0,1,1,4294967295,0,0
objDisc,37328,748,002734B7,0,1,1,4294967295,0,0
objDisc,37704,636,003843C6,0,1,1,4294967295,0,0
objDisc,37860,692,00132CFB,0,1,1,4294967295,0,0
objDisc,38016,752,002D7B23,0,1,1,4294967295,0,0
objNegaShark,38224,624,0022EB50,0,1,1,4294967295,0,0
objNegaShark,38368,676,0020F033,0,1,1,4294967295,0,0
objNegaShark,38504,752,0031F33E,0,1,1,4294967295,0,0
objEnemyBlock,38216,644,003175F5,0,1,1,4294967295,0,0
objEnemyBlock,38360,692,000D204A,0,1,1,4294967295,0,0
objEnemyBlock,38496,768,00285DB2,0,1,1,4294967295,0,0
objCheckpointOpen,36168,684,002B8419,0,1,1,4294967295,0,0
objFanAir,38928,556,000E4CD3,0,1,1,4294967295,0,0
objFanAir,38928,524,003D19CE,0,1,1,4294967295,0,0
objFanAir,39208,504,001590D3,0,1,1,4294967295,0,0
objSpecialRing,39632,472,003C73B7,0,1,1,4294967295,0,0
objSpecialRing,39672,512,0019DE88,0,1,1,4294967295,0,0
objSpecialRing,39712,472,00153F3B,0,1,1,4294967295,0,0
objSmRamp,25276,680,001E4534,0,1,1,4294967295,0,0
objBalloon,25812,536,003E51A2,0,1,1,4294967295,0,0
object586,26380,512,000BAA4E,0,1,1,4294967295,0,0
object586,26464,540,00312A8F,0,1,1,4294967295,0,0
objFanAir,38992,524,000C287F,0,1,1,4294967295,0,0
objFanAir,38928,588,00231D7A,0,1,1,4294967295,0,0
objFanAir,38992,556,00109A65,0,1,1,4294967295,0,0
objFanAir,38992,588,001C0E47,0,1,1,4294967295,0,0
objFanAir,39056,524,00269E1F,0,1,1,4294967295,0,0
objFanAir,39056,556,003D5245,0,1,1,4294967295,0,0
objFanAir,39120,524,001CE8E1,0,1,1,4294967295,0,0
objFanAir,39208,536,000BE6AD,0,1,1,4294967295,0,0
objFanAir,39272,504,001BD737,0,1,1,4294967295,0,0
objFanAir,39336,504,000E1C6E,0,1,1,4294967295,0,0
objFanAir,39208,568,00261756,0,1,1,4294967295,0,0
objFanAir,39272,536,001D31EA,0,1,1,4294967295,0,0
objNegaBuzzer,40476,596,003D1253,0,1,1,4294967295,0,0
objNegaBuzzer,40732,600,0029D10C,0,1,1,4294967295,0,0
objNegaBuzzer,40984,600,003AD077,0,1,1,4294967295,0,0
objNegaBuzzer,40624,724,0025A080,0,1,1,4294967295,0,0
objNegaBuzzer,40916,724,00278BCB,0,1,1,4294967295,0,0
object534,48044,752,0005A5D1,0,1,1,4294967295,0,0
object534,48144,704,003F73DA,0,1,1,4294967295,0,0
object534,48244,656,00009DA8,0,1,1,4294967295,0,0
object534,48344,608,000EED4C,0,1,1,4294967295,0,0
object534,48444,560,00231772,0,1,1,4294967295,0,0
object526,48544,536,00273CB9,0,1,1,4294967295,0,0
object527,48644,532,00085949,0,1,1,4294967295,0,0
