tl_NightB,3756,768,0,0,125,40,0,1,1,4294967295
tl_NightB,4120,760,0,0,125,40,0,1,1,4294967295
tl_NightB,4428,760,0,0,125,40,0,1,1,4294967295
tl_NightB,4652,776,0,0,125,40,0,1,1,4294967295
tl_NightB,4888,760,0,0,125,40,0,1,1,4294967295
tl_NightB,5240,760,0,0,125,40,0,1,1,4294967295
tl_NightB,5724,780,0,0,125,40,0,1,1,4294967295
tl_NightB,5808,760,0,0,125,40,0,1,1,4294967295
tl_NightB,6180,760,0,0,125,40,0,1,1,4294967295
tl_NightB,6476,760,0,0,125,40,0,1,1,4294967295
tl_NightB,6528,776,0,0,125,40,0,1,1,4294967295
tl_NightB,6764,776,0,0,125,40,0,1,1,4294967295
tl_NightB,7160,776,0,0,125,40,0,1,1,4294967295
